School Year,State,Dist Code,District Name,Sch Code,School Name,P-12 Total,K-12 Total,PK Total,Full K Total,Half K Total,Gr 1 Total,Gr 2 Total,Gr 3 Total,Gr 4 Total,Gr 5 Total,Gr 6 Total,Gr 7 Total,Gr 8 Total,Gr 9 Total,Gr 10 Total,Gr 11 Total,Gr 12 Total
2017,WA,06037,Vancouver School District,2179,Fort Vancouver High School,"1,541","1,541",0,0,0,0,0,0,0,0,0,0,0,362,399,431,349
2017,WA,06037,Vancouver School District,3081,Hudson's Bay High School,"1,308","1,308",0,0,0,0,0,0,0,0,0,0,0,355,276,339,338
2017,WA,06037,Vancouver School District,3932,Lewis and Clark High School,86,86,0,0,0,0,0,0,0,0,0,0,0,19,22,27,18
2017,WA,06037,Vancouver School District,4504,Skyview High School,"1,963","1,963",0,0,0,0,0,0,0,0,0,0,0,486,494,494,489
2017,WA,17402,Vashon Island School District,2419,Vashon Island High School,593,593,0,0,0,0,0,0,0,0,0,0,0,150,150,150,143
2017,WA,35200,Wahkiakum School District,3467,Wahkiakum High School,123,123,0,0,0,0,0,0,0,0,0,0,0,29,33,29,32
2017,WA,13073,Wahluke School District,4254,Wahluke High School,551,551,0,0,0,0,0,0,0,0,0,0,0,140,159,136,116
2017,WA,36401,Waitsburg School District,2386,Waitsburg High School,115,115,0,0,0,0,0,0,0,0,0,0,0,36,21,22,36
2017,WA,36140,Walla Walla Public Schools,4071,Lincoln High School,196,196,0,0,0,0,0,0,0,0,0,1,3,33,32,52,75
2017,WA,36140,Walla Walla Public Schools,3468,Walla Walla High School,"1,727","1,727",0,0,0,0,0,0,0,0,0,0,0,444,419,408,456
2017,WA,39207,Wapato School District,4022,Pace Alternative High School,59,59,0,0,0,0,0,0,0,0,0,0,0,0,17,18,24
2017,WA,39207,Wapato School District,3141,Wapato High School,826,826,0,0,0,0,0,0,0,0,0,0,0,250,223,208,145
2017,WA,13146,Warden School District,3273,Warden High School,295,295,0,0,0,0,0,0,0,0,0,0,0,64,70,86,75
2017,WA,06112,Washougal School District,1528,Excelsior High School,57,57,0,0,0,0,0,0,0,0,0,0,0,0,6,10,41
2017,WA,06112,Washougal School District,3147,Washougal High School,983,983,0,0,0,0,0,0,0,0,0,0,0,269,243,259,212
2017,WA,01109,Washtucna School District,3075,Washtucna Elementary/High School,48,47,1,4,0,2,3,3,3,2,5,8,7,2,1,4,3
2017,WA,09209,Waterville School District,2162,Waterville High School,152,152,0,0,0,0,0,0,0,0,16,13,21,21,25,31,25
2017,WA,33049,Wellpinit School District,1851,Wellpinit Alliance High School,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9
2017,WA,33049,Wellpinit School District,2550,Wellpinit High School,82,82,0,0,0,0,0,0,0,0,0,0,0,27,22,17,16
2017,WA,33049,Wellpinit School District,1911,Wellpinit-Fort Semco High School,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
2017,WA,04246,Wenatchee School District,2134,Wenatchee High School,"2,104","2,104",0,0,0,0,0,0,0,0,0,0,1,558,567,529,449
2017,WA,04246,Wenatchee School District,1613,Westside High School,255,255,0,0,0,0,0,0,0,0,0,0,0,18,47,57,133
2017,WA,32363,West Valley School District (Spokane),1628,Dishman Hills High School,319,319,0,0,0,0,0,0,0,0,0,0,0,10,42,81,186
2017,WA,32363,West Valley School District (Spokane),1838,Spokane Valley High School,104,104,0,0,0,0,0,0,0,0,0,0,0,19,27,26,32
2017,WA,32363,West Valley School District (Spokane),3195,West Valley High School,908,908,0,0,0,0,0,0,0,0,0,0,0,264,234,222,188
2017,WA,39208,West Valley School District (Yakima),3074,West Valley High School,"1,169","1,169",0,0,0,0,0,0,0,0,0,0,0,11,401,357,400
2017,WA,39208,West Valley School District (Yakima),5221,West Valley High School Freshman Campus,409,409,0,0,0,0,0,0,0,0,0,2,6,401,0,0,0
2017,WA,21303,White Pass School District,2859,White Pass Jr. Sr. High School,220,220,0,0,0,0,0,0,0,0,0,29,29,42,46,31,43
2017,WA,27416,White River School District,4569,White River High School,"1,210","1,210",0,0,0,0,0,0,0,0,0,0,0,290,296,310,314
2017,WA,20405,White Salmon Valley School District,2330,Columbia High School,395,395,0,0,0,0,0,0,0,0,0,0,0,103,105,112,75
2017,WA,14117,Wishkah Valley School District,3375,Wishkah Valley Elementary/High School,163,163,0,11,0,12,11,12,10,9,18,16,21,15,7,6,15
2017,WA,08404,Woodland School District,1795,TEAM High School,85,85,0,0,0,0,0,0,0,0,0,0,0,4,13,15,53
2017,WA,08404,Woodland School District,3546,Woodland High School,713,713,0,0,0,0,0,0,0,0,0,0,0,172,187,175,179
2017,WA,39007,Yakima School District,2116,Davis High School,"2,283","2,282",1,0,0,0,0,0,0,0,0,2,0,667,638,483,492
2017,WA,39007,Yakima School District,3206,Eisenhower High School,"2,109","2,109",0,0,0,0,0,0,0,0,0,0,0,486,570,546,507
2017,WA,34002,Yelm School District,2633,Yelm High School 12,"1,237","1,237",0,0,0,0,0,0,0,0,0,0,0,0,427,386,424
2017,WA,39205,Zillah School District,2240,Zillah High School,435,435,0,0,0,0,0,0,0,0,0,0,0,106,114,102,113
2017,WA,39205,Redmond School District,2240,Redmond High School,435,435,0,0,0,0,0,0,0,0,0,0,0,106,114,102,113
